"Sala de relajación", "instalaciones1.jpg", "Durante el desarrollo de la clase, adaptaremos ejercicios de relajacion para todos y cada uno de nuestros alumnos. Todos las actividades a desarrollar estarán adaptados a las posibilidades de cada niño y niña."
"Patio interior infantil","instalaciones2.jpg", "Patio interior, donde los más pequeños se encuentrarán con espacios al aire libre para desarrollar una actividad no dirigida, que posibilite la relación con los demás y con diferentes materiales."
"Patio exterior infantil", "instalaciones3.jpg", "En este entorno, es donde el niño tiene que sentirse cómodo. En los tres primeros años de vida se desarrolla gran parte de la personalidad, debe haber un contacto permanente con la naturaleza."
